id,ra,nome,fase,ano,inde,pedra,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem
1080,RA-1005,Aluno-1005,0,2023,8.4252,Topázio,10.0,8.8,7.9,9.5,7.52,7.5,8.165,0
1081,RA-1006,Aluno-1006,0,2023,8.5922,Topázio,10.0,8.7,9.3,9.0,7.52,7.5,8.0,0
1082,RA-705,Aluno-705,0,2023,6.982,Agata,5.0,8.8,8.3,0.0,6.89,7.5,8.165,-2
1083,RA-1007,Aluno-1007,0,2023,8.0782,Topázio,10.0,8.3,7.4,9.0,7.52,7.5,7.68,0
1084,RA-1008,Aluno-1008,0,2023,8.136,Topázio,10.0,8.4,8.6,9.0,7.52,5.9375,7.5,0
1085,RA-729,Aluno-729,0,2023,7.2654,Ametista,5.0,8.6,9.1,8.0,3.77,6.5625,7.01,-1
1086,RA-1009,Aluno-1009,0,2023,7.245,Ametista,10.0,8.8,9.0,0.0,3.77,7.5,7.84,0
1087,RA-1010,Aluno-1010,0,2023,8.7064,Topázio,10.0,9.4,10.0,9.5,3.77,7.8125,8.59,0
1088,RA-1011,Aluno-1011,0,2023,7.331,Ametista,10.0,5.2,8.6,9.5,3.77,7.1875,7.675,0
1089,RA-1012,Aluno-1012,0,2023,7.965,Ametista,10.0,6.6,9.9,10.0,3.77,7.1875,7.845,0
1090,RA-1013,Aluno-1013,0,2023,7.6237,Ametista,10.0,8.3,9.6,9.0,4.39,5.625,5.76,0
1091,RA-1014,Aluno-1014,0,2023,8.2582,Topázio,10.0,8.2,9.7,9.0,3.77,7.5,8.255,0
1092,RA-1015,Aluno-1015,1,2023,7.5389,Ametista,5.0,6.3,9.3,10.0,6.27,7.3438,7.7867,-1
1093,RA-734,Aluno-734,1,2023,7.3059,Ametista,5.0,6.9,8.0,8.5,7.52,7.3438,7.4467,-1
1094,RA-687,Aluno-687,1,2023,7.6175,Ametista,5.0,6.9,9.0,8.0,7.52,7.5,8.2267,-1
1095,RA-1016,Aluno-1016,1,2023,7.7626,Ametista,5.0,6.7,9.5,10.0,7.52,7.3438,7.73,-1
1096,RA-1017,Aluno-1017,1,2023,6.5053,Agata,5.0,7.7,8.0,0.0,5.02,7.5,8.1167,-1
1097,RA-688,Aluno-688,1,2023,8.0442,Topázio,5.0,8.6,9.3,8.5,7.52,7.5,8.06,-1
1098,RA-1018,Aluno-1018,1,2023,6.824,Agata,10.0,6.3,8.5,0.0,5.02,7.5,8.06,0
1099,RA-696,Aluno-696,1,2023,7.1727,Ametista,10.0,6.7,9.4,0.0,5.02,7.5,8.5033,0
1100,RA-1019,Aluno-1019,1,2023,7.177,Ametista,10.0,4.3,9.1,7.5,5.02,6.875,7.8367,1
1101,RA-514,Aluno-514,1,2023,5.8231,Quartzo,5.0,5.5,7.5,7.9,2.52,5.0,5.8967,-1
1102,RA-1020,Aluno-1020,1,2023,7.6123,Ametista,10.0,6.1,9.1,10.0,2.52,7.1875,8.0567,0
1103,RA-1021,Aluno-1021,1,2023,6.9646,Agata,10.0,3.3,9.2,8.0,3.77,7.1875,7.8933,0
1104,RA-1022,Aluno-1022,1,2023,7.1646,Ametista,10.0,4.7,8.5,8.5,3.77,7.1875,7.8933,0
1105,RA-1023,Aluno-1023,1,2023,9.1342,Topázio,10.0,9.1,10.0,10.0,6.27,8.75,9.06,0
1106,RA-699,Aluno-699,1,2023,6.39,Agata,5.0,6.0,8.3,8.5,3.77,5.7812,6.1733,-1
1107,RA-480,Aluno-480,1,2023,8.2264,Topázio,5.0,7.9,9.7,10.0,7.52,7.9688,8.3367,-1
1108,RA-678,Aluno-678,1,2023,7.5702,Ametista,5.0,7.3,8.8,8.0,6.27,7.6562,8.3367,-1
1109,RA-1024,Aluno-1024,1,2023,7.7889,Ametista,5.0,9.8,10.0,0.0,6.27,9.2188,8.95,-1
1110,RA-502,Aluno-502,1,2023,8.7491,Topázio,10.0,8.0,9.8,8.5,7.52,7.9688,8.95,0
1111,RA-1025,Aluno-1025,1,2023,8.2152,Topázio,10.0,7.5,8.9,8.5,7.52,7.6562,7.8367,0
1112,RA-680,Aluno-680,1,2023,6.5855,Agata,5.0,6.4,9.1,0.0,7.52,6.875,7.78,-1
1113,RA-1026,Aluno-1026,1,2023,6.4948,Agata,2.5,3.2,9.8,8.5,7.52,6.4062,7.06,-3
1114,RA-698,Aluno-698,1,2023,7.5536,Ametista,10.0,5.7,9.9,8.5,2.52,7.1875,8.1133,0
1115,RA-533,Aluno-533,1,2023,7.4349,Ametista,5.0,5.8,9.3,9.0,7.52,7.5,7.6133,-1
1116,RA-504,Aluno-504,1,2023,8.2995,Topázio,10.0,7.9,8.3,8.0,7.52,7.5,8.8367,0
1117,RA-1027,Aluno-1027,1,2023,7.7489,Ametista,5.0,6.0,9.7,9.5,7.52,7.5,8.3333,-1
1118,RA-529,Aluno-529,1,2023,7.279,Ametista,5.0,6.8,9.6,8.0,7.52,5.7812,6.8933,-2
1119,RA-1028,Aluno-1028,1,2023,6.4157,Agata,5.0,5.0,9.2,0.0,7.52,7.3438,7.9467,-1
1120,RA-686,Aluno-686,1,2023,7.9642,Ametista,5.0,8.0,9.0,8.5,7.52,7.5,8.56,-1
1121,RA-1029,Aluno-1029,1,2023,7.0585,Ametista,10.0,5.4,6.3,10.0,3.77,7.5,8.0067,0
1122,RA-1030,Aluno-1030,1,2023,7.4027,Ametista,5.0,6.9,9.7,8.5,3.77,6.875,8.39,-1
1123,RA-522,Aluno-522,1,2023,7.8905,Ametista,5.0,8.3,9.2,7.5,7.52,7.0833,8.45,-1
1124,RA-501,Aluno-501,1,2023,8.1357,Topázio,5.0,8.9,8.4,7.0,7.52,8.5417,9.3967,-1
1125,RA-692,Aluno-692,1,2023,6.5885,Agata,5.0,4.6,7.7,7.4,7.52,6.6667,7.39,-1
1126,RA-527,Aluno-527,1,2023,7.5682,Ametista,5.0,6.5,9.1,9.0,7.52,7.5,7.78,-1
1127,RA-1031,Aluno-1031,1,2023,7.0602,Ametista,5.0,5.9,8.8,8.0,7.52,6.6667,7.0067,-1
1128,RA-1032,Aluno-1032,1,2023,7.434,Ametista,5.0,6.0,9.5,8.5,7.52,7.2917,7.5633,-1
1129,RA-1033,Aluno-1033,1,2023,8.126,Topázio,5.0,7.9,8.9,9.0,7.52,8.125,9.0067,-1
1130,RA-1034,Aluno-1034,1,2023,7.9642,Ametista,5.0,8.3,9.0,7.5,7.52,8.3333,8.3933,-1
1131,RA-1035,Aluno-1035,1,2023,6.8888,Agata,10.0,5.8,8.3,0.0,7.52,7.7083,7.78,0
1132,RA-730,Aluno-730,1,2023,7.9793,Ametista,5.0,7.8,8.7,10.0,5.02,9.5312,8.67,-1
1133,RA-855,Aluno-855,1,2023,8.6299,Topázio,10.0,6.8,10.0,9.5,7.52,8.4375,8.67,0
1134,RA-820,Aluno-820,1,2023,7.856,Ametista,5.0,8.9,7.4,7.9,7.52,9.0625,8.28,-1
1135,RA-738,Aluno-738,1,2023,8.1233,Topázio,10.0,6.0,9.3,8.0,7.52,8.4375,8.3367,0
1136,RA-1036,Aluno-1036,1,2023,6.9706,Agata,5.0,8.0,9.6,0.0,3.77,9.0625,8.3367,-1
1137,RA-1037,Aluno-1037,1,2023,7.6556,Ametista,5.0,6.7,8.4,9.0,7.52,8.5938,8.17,-1
1138,RA-576,Aluno-576,1,2023,7.9847,Ametista,5.0,8.0,9.3,9.0,5.02,9.2188,8.5033,-1
1139,RA-1038,Aluno-1038,1,2023,7.7368,Ametista,5.0,6.5,9.3,8.0,7.52,8.9062,8.17,-1
1140,RA-1039,Aluno-1039,1,2023,7.686,Ametista,5.0,6.2,9.9,8.0,7.52,8.125,8.0567,-2
1141,RA-1040,Aluno-1040,1,2023,7.8154,Ametista,5.0,6.6,9.3,10.0,7.52,7.8125,8.06,-1
1142,RA-1041,Aluno-1041,1,2023,6.7241,Agata,5.0,3.3,7.2,10.0,7.52,7.8125,8.0033,-1
1143,RA-733,Aluno-733,1,2023,8.3342,Topázio,10.0,6.2,8.7,10.0,7.52,8.3333,8.8933,0
1144,RA-837,Aluno-837,1,2023,8.2712,Topázio,10.0,7.0,9.3,9.0,7.52,7.9167,7.8367,0
1145,RA-519,Aluno-519,1,2023,8.0177,Topázio,5.0,7.4,9.9,9.0,7.52,7.7083,8.2233,-1
1146,RA-521,Aluno-521,1,2023,6.7687,Agata,5.0,7.9,9.9,0.0,3.77,7.0833,8.1667,-1
1147,RA-1042,Aluno-1042,1,2023,5.3312,Quartzo,5.0,4.3,6.5,0.0,3.77,7.7083,7.6667,-1
1148,RA-713,Aluno-713,1,2023,7.408,Ametista,5.0,7.5,9.6,8.0,3.77,6.875,8.1667,-1
1149,RA-736,Aluno-736,1,2023,7.6,Ametista,5.0,6.7,9.5,8.5,6.27,7.7083,8.11,-1
1150,RA-1043,Aluno-1043,1,2023,6.5447,Agata,5.0,2.5,7.9,10.0,6.27,7.7083,7.8333,-1
1151,RA-716,Aluno-716,1,2023,6.8134,Agata,5.0,5.6,8.7,9.0,3.77,6.875,7.4433,-1
1152,RA-1044,Aluno-1044,1,2023,7.6295,Ametista,5.0,6.1,9.7,8.0,7.52,7.5,8.3367,-1
1153,RA-745,Aluno-745,1,2023,7.6684,Ametista,5.0,7.0,9.3,9.5,3.77,8.125,8.8933,-1
1154,RA-717,Aluno-717,1,2023,6.6338,Agata,5.0,5.9,8.5,0.0,7.52,8.125,8.4467,-1
1155,RA-718,Aluno-718,1,2023,8.1669,Topázio,10.0,7.8,9.1,9.5,3.77,7.9167,8.39,0
1156,RA-721,Aluno-721,1,2023,8.6834,Topázio,10.0,8.4,9.5,8.5,7.52,8.125,8.4433,0
1157,RA-746,Aluno-746,1,2023,6.5172,Agata,10.0,7.2,8.0,0.0,3.77,6.875,7.1133,0
1158,RA-1045,Aluno-1045,1,2023,8.089,Topázio,5.0,7.9,9.4,9.5,7.52,7.7083,8.28,-1
1159,RA-483,Aluno-483,1,2023,6.3972,Agata,5.0,5.6,6.0,9.0,2.52,7.9167,8.1667,-2
1160,RA-1046,Aluno-1046,1,2023,6.8358,Agata,10.0,6.3,8.5,0.0,3.77,8.5417,8.2233,0
1161,RA-1047,Aluno-1047,1,2023,7.8484,Ametista,10.0,6.9,8.5,10.0,3.77,8.125,7.8933,0
1162,RA-570,Aluno-570,1,2023,6.781,Agata,5.0,5.9,7.3,8.5,3.77,8.125,8.0567,-1
1163,RA-1048,Aluno-1048,1,2023,7.8114,Ametista,5.0,8.2,9.5,8.5,3.77,8.5417,8.5,-1
1164,RA-1049,Aluno-1049,1,2023,7.4434,Ametista,5.0,6.3,7.7,10.0,7.52,8.125,7.9433,-1
1165,RA-1050,Aluno-1050,1,2023,7.7644,Ametista,5.0,7.2,9.2,9.0,6.27,8.125,8.2233,-1
1166,RA-1051,Aluno-1051,1,2023,8.5349,Topázio,10.0,8.4,8.9,8.5,6.27,8.75,8.6133,0
1167,RA-707,Aluno-707,1,2023,6.518,Agata,5.0,6.5,9.8,0.0,3.77,7.9167,7.9467,-1
1168,RA-1052,Aluno-1052,1,2023,6.9603,Agata,10.0,5.3,9.0,0.0,7.52,7.9167,7.8333,0
1169,RA-580,Aluno-580,1,2023,8.4712,Topázio,5.0,9.0,9.8,8.5,7.52,8.75,8.67,-1
1170,RA-581,Aluno-581,1,2023,7.7167,Ametista,5.0,7.9,9.8,8.0,7.52,6.4583,7.3933,-1
1171,RA-735,Aluno-735,1,2023,7.184,Ametista,5.0,8.1,9.0,0.0,7.52,8.3333,8.3933,-1
1172,RA-710,Aluno-710,1,2023,7.0582,Ametista,5.0,6.5,9.0,9.5,3.77,7.0833,7.1133,-1
1173,RA-712,Aluno-712,1,2023,6.3315,Agata,5.0,6.7,5.6,9.5,3.14,7.5,6.8367,-2
1174,RA-549,Aluno-549,1,2023,7.0297,Ametista,5.0,6.4,8.1,9.5,5.02,6.875,7.5,-1
1175,RA-679,Aluno-679,1,2023,6.1384,Agata,5.0,3.6,7.5,7.5,5.02,6.875,7.3933,-1
1176,RA-571,Aluno-571,1,2023,6.6097,Agata,5.0,5.0,7.9,9.0,3.77,7.2917,7.6167,-2
1177,RA-714,Aluno-714,1,2023,6.0787,Agata,5.0,7.4,8.0,0.0,3.14,7.5,7.2233,-2
1178,RA-737,Aluno-737,1,2023,8.048,Topázio,10.0,7.5,7.8,9.5,7.52,7.2917,7.7833,0
1179,RA-577,Aluno-577,1,2023,7.2194,Ametista,5.0,7.4,8.2,10.0,3.77,6.875,7.6733,-1
1180,RA-1053,Aluno-1053,1,2023,7.7762,Ametista,10.0,8.6,9.1,0.0,6.27,8.9583,8.6167,0
1181,RA-731,Aluno-731,1,2023,6.7742,Agata,5.0,6.8,7.6,8.5,3.14,7.5,7.45,-1
1182,RA-552,Aluno-552,1,2023,5.2487,Quartzo,5.0,6.4,5.6,0.0,3.14,6.6667,6.89,-2
1183,RA-1054,Aluno-1054,1,2023,7.4595,Ametista,5.0,6.6,8.6,8.5,7.52,7.5,7.8367,-2
1184,RA-1055,Aluno-1055,1,2023,5.9765,Quartzo,5.0,5.5,7.2,0.0,7.52,7.2917,7.2767,-1
1185,RA-597,Aluno-597,1,2023,8.4904,Topázio,5.0,8.5,9.6,10.0,7.52,9.0625,8.56,-1
1186,RA-624,Aluno-624,1,2023,8.2708,Topázio,5.0,8.6,9.2,9.0,7.52,8.9062,8.39,-1
1187,RA-776,Aluno-776,1,2023,5.5679,Quartzo,5.0,3.5,7.0,0.0,7.52,7.8125,7.2233,-1
1188,RA-600,Aluno-600,1,2023,7.6517,Ametista,5.0,7.2,8.4,8.5,7.52,8.2812,8.0567,-1
1189,RA-1056,Aluno-1056,1,2023,8.5517,Topázio,10.0,8.1,9.6,8.5,7.52,7.9688,8.1133,0
1190,RA-791,Aluno-791,1,2023,6.2479,Agata,5.0,5.3,8.1,0.0,7.52,7.8125,7.7233,-2
1191,RA-601,Aluno-601,1,2023,8.9558,Topázio,10.0,8.7,10.0,9.0,7.52,9.0625,8.3367,0
1192,RA-762,Aluno-762,1,2023,7.0994,Ametista,5.0,5.8,9.1,10.0,3.14,7.8125,7.67,-2
1193,RA-778,Aluno-778,1,2023,7.9268,Ametista,5.0,8.2,7.9,8.5,7.52,8.9062,8.62,-1
1194,RA-628,Aluno-628,1,2023,8.3703,Topázio,5.0,9.4,8.9,9.5,7.52,8.2812,8.45,-2
1195,RA-606,Aluno-606,1,2023,7.4025,Ametista,5.0,6.0,8.5,8.5,7.52,7.6562,8.2233,-1
1196,RA-766,Aluno-766,1,2023,8.0084,Topázio,5.0,8.7,8.7,10.0,4.39,9.2188,8.3367,-1
1197,RA-607,Aluno-607,1,2023,7.3331,Ametista,5.0,6.8,7.5,8.0,7.52,7.9688,8.17,-1
1198,RA-608,Aluno-608,1,2023,7.4017,Ametista,5.0,6.2,7.5,10.0,7.52,7.9688,8.1133,-1
1199,RA-788,Aluno-788,1,2023,7.8061,Ametista,10.0,6.9,9.8,7.9,2.52,7.6562,8.2833,0
1200,RA-784,Aluno-784,1,2023,8.1714,Topázio,5.0,7.3,9.5,10.0,7.52,8.125,8.7833,-1
1201,RA-785,Aluno-785,1,2023,8.1379,Topázio,5.0,8.8,8.5,9.0,7.52,7.9167,8.67,-1
1202,RA-587,Aluno-587,1,2023,6.032,Agata,5.0,2.7,7.0,8.5,7.52,6.4583,6.72,-1
1203,RA-790,Aluno-790,1,2023,6.7077,Agata,5.0,7.4,8.1,0.0,7.52,7.0833,8.2867,-2
1204,RA-663,Aluno-663,1,2023,6.9691,Agata,5.0,7.0,7.4,6.9,7.52,6.6667,7.3933,-1
1205,RA-664,Aluno-664,1,2023,8.0872,Topázio,5.0,8.0,9.6,9.0,7.52,7.9167,8.1167,-1
1206,RA-761,Aluno-761,1,2023,8.2195,Topázio,5.0,8.4,9.7,9.0,7.52,8.3333,8.12,-1
1207,RA-1057,Aluno-1057,1,2023,8.4827,Topázio,10.0,6.3,10.0,10.0,7.52,8.125,8.34,0
1208,RA-629,Aluno-629,1,2023,8.0139,Topázio,5.0,7.5,9.4,10.0,7.52,7.9167,7.95,-1
1209,RA-832,Aluno-832,1,2023,8.2697,Topázio,5.0,8.5,9.5,10.0,7.52,7.7083,8.2833,-1
1210,RA-594,Aluno-594,1,2023,6.702,Agata,5.0,5.8,7.1,8.5,6.27,6.875,7.3367,-1
1211,RA-617,Aluno-617,1,2023,6.8162,Agata,5.0,6.9,9.0,0.0,7.52,7.7083,8.1167,-1
1212,RA-767,Aluno-767,1,2023,7.3807,Ametista,5.0,6.3,8.3,10.0,7.52,7.2917,7.4467,-1
1213,RA-1058,Aluno-1058,1,2023,7.3565,Ametista,10.0,5.4,8.7,10.0,3.14,7.0833,7.62,0
1214,RA-747,Aluno-747,1,2023,6.0264,Agata,5.0,3.1,8.0,10.0,3.14,6.0417,6.94,-1
1215,RA-827,Aluno-827,1,2023,7.4199,Ametista,5.0,8.1,8.1,7.9,3.14,8.2812,8.73,-1
1216,RA-1059,Aluno-1059,1,2023,7.7637,Ametista,5.0,7.6,9.8,10.0,2.52,7.9688,8.6733,-1
1217,RA-612,Aluno-612,1,2023,8.4108,Topázio,5.0,9.7,9.7,9.0,3.77,9.0625,9.2867,-1
1218,RA-1060,Aluno-1060,1,2023,7.0957,Ametista,5.0,5.7,8.6,9.0,3.14,7.9688,8.6733,-1
1219,RA-665,Aluno-665,1,2023,6.1857,Agata,5.0,5.2,4.9,9.5,2.52,8.2812,8.2267,-1
1220,RA-829,Aluno-829,1,2023,8.5321,Topázio,10.0,8.4,9.4,9.0,3.14,9.2188,9.23,0
1221,RA-1061,Aluno-1061,1,2023,8.1965,Topázio,5.0,9.3,9.7,9.5,3.14,8.75,8.8367,-1
1222,RA-1062,Aluno-1062,1,2023,7.4488,Ametista,10.0,6.2,7.7,7.4,3.77,8.5938,8.5033,0
1223,RA-615,Aluno-615,1,2023,7.8157,Ametista,5.0,7.6,9.7,10.0,3.14,8.2812,8.6167,-1
1224,RA-833,Aluno-833,1,2023,7.813,Ametista,5.0,7.4,9.5,10.0,3.77,8.4375,8.56,-1
1225,RA-630,Aluno-630,1,2023,7.2,Ametista,5.0,5.7,8.6,9.0,3.77,8.2812,8.6733,-1
1226,RA-752,Aluno-752,1,2023,8.0738,Topázio,5.0,6.4,9.9,9.5,7.52,7.6562,9.23,-1
1227,RA-777,Aluno-777,1,2023,7.4681,Ametista,10.0,6.3,9.3,0.0,7.52,8.2812,8.84,0
1228,RA-1063,Aluno-1063,1,2023,7.4908,Ametista,5.0,5.9,9.5,9.5,7.52,6.4062,7.89,-1
1229,RA-764,Aluno-764,1,2023,7.6821,Ametista,10.0,7.8,9.2,0.0,7.52,8.2812,8.56,0
1230,RA-1064,Aluno-1064,1,2023,8.4777,Topázio,5.0,8.6,9.8,8.5,7.52,9.375,8.84,-1
1231,RA-1065,Aluno-1065,1,2023,8.034,Topázio,5.0,7.0,9.6,8.5,7.52,8.4375,8.84,-1
1232,RA-772,Aluno-772,1,2023,5.9302,Quartzo,5.0,4.8,7.2,0.0,7.52,6.875,8.0033,-2
1233,RA-781,Aluno-781,1,2023,8.2093,Topázio,5.0,7.9,9.8,7.5,7.52,8.4375,9.1167,-1
1234,RA-1066,Aluno-1066,1,2023,7.2626,Ametista,5.0,6.2,6.6,8.5,7.52,8.4375,8.7833,-1
1235,RA-1067,Aluno-1067,1,2023,6.5415,Agata,5.0,5.4,7.9,0.0,7.52,8.2812,9.0067,-1
1236,RA-834,Aluno-834,1,2023,8.6626,Topázio,5.0,9.2,9.9,9.0,6.27,9.6875,9.2833,-1
1237,RA-722,Aluno-722,1,2023,7.3387,Ametista,5.0,6.4,9.6,8.5,2.52,8.125,8.67,-1
1238,RA-1068,Aluno-1068,1,2023,8.4725,Topázio,5.0,9.0,9.3,8.5,6.89,9.1667,9.2833,-1
1239,RA-796,Aluno-796,1,2023,7.4629,Ametista,5.0,5.5,9.8,9.0,6.27,7.0833,8.3367,-1
1240,RA-1069,Aluno-1069,1,2023,7.59,Ametista,5.0,7.1,7.8,9.0,7.52,8.125,8.2267,-1
1241,RA-797,Aluno-797,1,2023,7.373,Ametista,5.0,7.5,8.6,8.5,7.52,6.0417,7.2333,-1
1242,RA-647,Aluno-647,1,2023,7.1006,Ametista,5.0,5.2,8.7,7.3,6.27,7.7083,8.4467,-1
1243,RA-814,Aluno-814,1,2023,8.3679,Topázio,5.0,8.2,9.6,9.5,6.89,8.3333,9.2267,-1
1244,RA-652,Aluno-652,1,2023,7.871,Ametista,5.0,7.0,9.4,9.0,6.89,8.125,8.4467,-1
1245,RA-816,Aluno-816,1,2023,8.5572,Topázio,5.0,8.9,9.8,7.5,7.52,9.5833,9.2833,-1
1246,RA-640,Aluno-640,1,2023,6.1105,Agata,5.0,4.9,7.3,0.0,7.52,7.2917,8.4467,-2
1247,RA-810,Aluno-810,1,2023,7.7829,Ametista,10.0,6.9,8.5,8.0,7.52,5.8333,7.8367,0
1248,RA-643,Aluno-643,1,2023,7.389,Ametista,5.0,7.1,8.2,9.5,7.52,6.0417,7.6133,-1
1249,RA-819,Aluno-819,1,2023,7.9448,Ametista,10.0,9.5,8.3,0.0,7.52,8.5417,8.8933,0
1250,RA-1070,Aluno-1070,1,2023,6.939,Agata,5.0,5.8,7.8,9.0,3.14,7.7083,8.67,-1
1251,RA-813,Aluno-813,1,2023,7.5867,Ametista,10.0,3.9,8.4,9.5,7.52,8.125,8.06,0
1252,RA-636,Aluno-636,1,2023,6.8367,Agata,5.0,9.0,8.3,0.0,5.64,8.3333,7.4467,-1
1253,RA-798,Aluno-798,1,2023,7.018,Ametista,5.0,6.1,8.1,9.0,7.52,6.4583,6.95,-1
1254,RA-799,Aluno-799,1,2023,8.0615,Topázio,5.0,8.3,9.6,9.5,5.64,8.3333,8.17,-1
1255,RA-815,Aluno-815,1,2023,6.1222,Agata,5.0,6.5,8.6,0.0,5.02,6.875,7.0633,-1
1256,RA-637,Aluno-637,1,2023,8.1095,Topázio,5.0,8.5,9.5,8.0,7.52,8.3333,8.17,-1
1257,RA-638,Aluno-638,1,2023,7.7549,Ametista,5.0,6.5,9.4,9.0,7.52,8.3333,7.9467,-1
1258,RA-801,Aluno-801,1,2023,6.8735,Agata,10.0,7.6,7.5,0.0,7.52,6.875,7.12,0
1259,RA-802,Aluno-802,1,2023,8.1269,Topázio,5.0,9.4,9.3,8.0,7.52,8.3333,7.5067,-1
1260,RA-1071,Aluno-1071,1,2023,6.414,Agata,5.0,3.5,8.6,9.0,7.52,5.625,6.3967,-1
1261,RA-817,Aluno-817,1,2023,7.8597,Ametista,10.0,5.4,8.8,9.5,6.89,8.125,7.89,0
1262,RA-818,Aluno-818,1,2023,7.9974,Ametista,10.0,6.2,8.4,10.0,7.52,8.125,7.6133,1
1263,RA-804,Aluno-804,1,2023,7.2352,Ametista,5.0,6.9,8.6,10.0,6.27,5.8333,7.1733,-1
1264,RA-645,Aluno-645,1,2023,7.613,Ametista,5.0,7.3,8.5,9.0,6.27,8.125,8.1167,-1
1265,RA-479,Aluno-479,2,2023,8.9889,Topázio,10.0,9.7,10.0,9.0,2.52,9.7917,9.6375,0
1266,RA-493,Aluno-493,2,2023,7.9344,Ametista,10.0,6.0,9.6,9.5,2.52,8.5417,8.84,0
1267,RA-1072,Aluno-1072,2,2023,8.0152,Topázio,10.0,6.7,8.6,9.0,5.0,8.125,8.7125,0
1268,RA-536,Aluno-536,2,2023,7.7595,Ametista,10.0,5.9,9.3,8.0,2.52,8.3333,9.17,0
1269,RA-1073,Aluno-1073,2,2023,6.3843,Agata,5.0,6.2,8.8,0.0,2.52,8.3333,9.045,-1
1270,RA-494,Aluno-494,2,2023,7.1166,Ametista,5.0,6.8,9.0,6.9,2.52,7.7083,8.71,-1
1271,RA-496,Aluno-496,2,2023,6.6037,Agata,5.0,8.3,7.1,0.0,5.0,7.9167,8.71,-1
1272,RA-497,Aluno-497,2,2023,5.7191,Quartzo,5.0,3.5,8.7,5.3,2.52,6.25,6.885,-2
1273,RA-1074,Aluno-1074,2,2023,6.1958,Agata,5.0,6.0,9.8,0.0,2.52,7.0833,7.8775,-1
1274,RA-486,Aluno-486,2,2023,7.1043,Ametista,10.0,6.2,6.4,8.4,2.52,7.5,8.7525,0
1275,RA-1075,Aluno-1075,2,2023,6.5913,Agata,5.0,5.5,9.6,0.0,5.0,7.7083,9.0025,-1
1276,RA-578,Aluno-578,2,2023,9.0139,Topázio,10.0,9.7,10.0,9.0,2.52,9.7917,9.7625,0
1277,RA-513,Aluno-513,2,2023,8.2979,Topázio,10.0,7.5,9.7,9.5,2.52,8.5417,9.0075,0
1278,RA-487,Aluno-487,2,2023,8.9889,Topázio,10.0,9.5,9.9,8.5,5.0,9.1667,9.26,0
1279,RA-1076,Aluno-1076,2,2023,7.901,Ametista,5.0,8.5,9.7,9.0,2.52,8.3333,8.8775,-1
1280,RA-490,Aluno-490,2,2023,7.4295,Ametista,10.0,5.8,7.9,7.9,2.52,8.5417,9.0075,0
1281,RA-491,Aluno-491,2,2023,7.5605,Ametista,10.0,5.0,9.6,9.5,2.52,7.7083,8.3375,0
1282,RA-1077,Aluno-1077,2,2023,7.2115,Ametista,10.0,7.3,9.7,0.0,2.52,8.75,8.4225,0
1283,RA-484,Aluno-484,2,2023,5.5155,Quartzo,5.0,3.6,7.5,6.4,2.52,5.4167,6.8,-1
1284,RA-508,Aluno-508,2,2023,7.6716,Ametista,10.0,7.5,8.6,6.4,2.52,8.3333,8.6725,0
1285,RA-495,Aluno-495,2,2023,7.4174,Ametista,5.0,7.4,8.4,9.0,2.52,8.5417,8.755,-1
1286,RA-1078,Aluno-1078,2,2023,6.4723,Agata,5.0,6.4,6.8,5.3,2.52,8.9583,8.2975,-2
1287,RA-340,Aluno-340,2,2023,7.0597,Ametista,5.0,8.9,9.6,0.0,2.52,9.1667,8.505,-1
1288,RA-1079,Aluno-1079,2,2023,6.9165,Agata,5.0,7.6,8.1,9.0,2.52,7.0833,7.13,-1
1289,RA-1080,Aluno-1080,2,2023,6.572,Agata,5.0,1.5,10.0,7.9,5.0,8.5417,8.13,-1
1290,RA-1081,Aluno-1081,2,2023,7.666,Ametista,5.0,6.5,10.0,10.0,2.52,8.9583,8.59,-2
1291,RA-1082,Aluno-1082,2,2023,7.1617,Ametista,5.0,5.0,9.5,9.5,2.52,8.75,8.4225,-1
1292,RA-1083,Aluno-1083,2,2023,8.2345,Topázio,10.0,7.5,10.0,6.8,5.0,8.75,8.38,0
1293,RA-531,Aluno-531,2,2023,8.3252,Topázio,10.0,7.7,10.0,9.5,2.52,8.75,8.59,0
1294,RA-1084,Aluno-1084,2,2023,7.9948,Ametista,10.0,6.8,10.0,8.4,2.52,8.75,8.38,0
1295,RA-516,Aluno-516,2,2023,8.6807,Topázio,10.0,9.3,9.8,10.0,2.52,8.75,8.7175,0
1296,RA-348,Aluno-348,2,2023,6.8179,Agata,5.0,4.4,8.7,10.0,2.52,8.5417,8.0075,-1
1297,RA-1085,Aluno-1085,2,2023,6.5638,Agata,5.0,6.7,9.8,0.0,2.52,8.9583,8.13,-1
1298,RA-1086,Aluno-1086,2,2023,7.2382,Ametista,5.0,5.7,9.4,8.5,2.52,8.75,8.755,-1
1299,RA-1087,Aluno-1087,2,2023,7.2067,Ametista,5.0,5.4,9.5,10.0,2.52,8.75,8.0475,-1
1300,RA-509,Aluno-509,2,2023,7.606,Ametista,5.0,8.6,8.1,8.5,2.52,8.9583,8.84,-1
1301,RA-499,Aluno-499,2,2023,7.8883,Ametista,10.0,6.6,10.0,7.9,2.52,8.75,8.2975,0
1302,RA-500,Aluno-500,2,2023,8.4275,Topázio,10.0,7.9,10.0,9.5,2.52,8.9583,8.7975,0
